Customer_ID,Month,Electricity_Consumption_kWh,Previous_Month_Consumption,Peak_Consumption,Off_Peak_Consumption,Voltage,Current,Power_Factor,Meter_Age,Number_of_Meter_Readings,Location_Type,Customer_Type,Theft_Flag_GroundTruth,Average_Consumption_3_Months,Average_Consumption_6_Months
C00607,6,44.96,46.5,28.22,16.73,233.37,0.291,0.919,18,28,Urban,Residential,1,123.25,138.192
C01129,3,325.71,224.17,220.1,105.61,226.73,2.1,0.95,0,28,Rural,Residential,0,236.915,236.915
C01099,4,184.16,175.61,132.3,51.86,239.49,1.157,0.923,2,28,Semi-Urban,Residential,0,156.77333333333334,156.77333333333334
C00544,1,374.83,,231.23,143.6,235.71,2.386,0.926,16,29,Urban,Commercial,0,,
C00313,2,852.98,962.25,536.29,316.68,231.07,5.682,0.902,17,29,Urban,Commercial,0,962.25,962.25
C00433,5,264.03,243.7,166.98,97.05,230.43,1.744,0.912,14,29,Urban,Residential,0,240.46999999999994,228.28249999999997
C00287,2,174.92,182.63,102.57,72.35,228.45,1.126,0.945,12,29,Semi-Urban,Residential,0,182.63,182.63
C01365,2,134.8,116.89,91.34,43.46,230.07,,0.954,0,30,Semi-Urban,Residential,0,116.89,116.89
C00474,6,266.21,312.06,196.43,69.79,224.87,1.828,0.9,17,29,Semi-Urban,Residential,0,290.75,258.194
C00672,2,144.74,176.74,85.62,59.12,229.78,1.0,0.875,17,30,Semi-Urban,Residential,0,176.74,176.74
C01238,5,409.48,442.72,252.77,156.71,229.17,2.735,0.907,19,29,Semi-Urban,Residential,0,369.7266666666667,337.41
C01086,6,1160.0,1127.8,824.33,335.67,234.36,6.944,0.99,12,29,Semi-Urban,Commercial,0,1107.6666666666667,1037.376
C01100,6,325.46,419.63,193.42,132.04,227.83,2.12,0.936,10,28,Urban,Residential,0,385.57,351.64
C00082,4,554.03,489.05,329.57,224.46,232.16,3.531,0.939,1,29,Rural,Commercial,0,465.0233333333333,465.0233333333333
C00083,2,268.24,215.22,164.26,103.97,223.53,1.914,0.871,19,28,Rural,Residential,0,215.22,215.22
C00116,1,2608.28,,1676.41,931.88,231.34,16.842,0.93,2,30,Rural,Industrial,0,,
C00637,6,332.95,304.33,203.82,129.13,230.39,2.193,0.915,0,30,Semi-Urban,Residential,0,287.4066666666667,251.18
C00101,3,222.62,295.38,131.32,91.3,217.1,1.514,0.941,1,29,Rural,Residential,0,248.95,248.95
C00319,4,4975.7,3943.7,2987.32,1988.38,234.0,33.421,0.884,15,29,Urban,Industrial,0,3830.4133333333334,3830.4133333333334
C01136,4,316.15,288.26,184.25,131.9,233.98,2.159,0.869,16,29,Rural,Residential,0,297.85999999999996,297.85999999999996
C00834,6,351.59,292.4,238.77,112.83,225.35,2.458,0.882,17,30,Rural,Residential,0,293.09666666666664,281.52200000000005
C01170,6,826.92,977.91,508.29,318.63,232.0,5.101,0.97,5,29,Urban,Commercial,0,846.5133333333333,784.8340000000001
C00781,1,266.64,,189.09,77.55,224.77,1.861,0.886,9,30,Urban,Residential,0,,
C00627,2,241.29,230.62,149.74,91.56,227.75,1.636,0.9,9,29,Urban,Residential,0,230.62,230.62
C00395,3,103.05,100.86,71.37,31.67,238.43,0.619,0.969,16,30,Semi-Urban,Residential,0,117.47,117.47
C00729,3,224.94,226.56,162.38,62.55,235.96,1.456,0.909,4,30,Semi-Urban,Residential,0,216.465,216.465
C01005,4,332.65,327.32,238.45,94.2,230.67,2.099,0.954,18,30,Urban,Residential,0,314.6133333333333,314.6133333333333
C01304,1,346.91,,243.49,103.42,227.99,2.403,0.88,14,30,Rural,Residential,0,,
C00227,6,325.91,318.03,235.71,90.2,216.96,2.244,0.93,12,30,Urban,Residential,0,303.84999999999997,274.936
C00907,6,255.37,315.25,163.74,91.63,241.09,1.553,0.947,17,28,Semi-Urban,Residential,0,290.1666666666667,263.33000000000004
C00255,3,189.5,179.63,116.1,73.4,227.72,1.248,0.926,10,28,Urban,Residential,0,182.745,182.745
C01442,3,231.34,237.55,139.72,91.62,239.02,1.392,0.966,19,28,Rural,Residential,0,239.55,239.55
C00967,4,442.82,365.22,304.42,138.4,228.11,2.892,0.932,0,30,Rural,Residential,0,300.78000000000003,300.78000000000003
C00974,1,559.67,,314.86,244.81,231.58,3.742,0.897,11,28,Semi-Urban,Commercial,0,,
C00259,4,233.33,240.13,171.07,62.25,225.67,1.57,0.915,18,30,Semi-Urban,Residential,0,219.29666666666665,219.29666666666665
C01234,4,156.88,169.52,86.4,70.48,232.49,1.05,0.892,5,29,Urban,Residential,0,156.86,156.86
C01460,6,225.15,190.46,157.02,68.13,229.14,1.534,0.889,0,30,Urban,Residential,0,195.71666666666667,185.876
C00223,6,260.38,284.57,154.09,106.29,228.3,1.653,0.958,19,30,Semi-Urban,Residential,0,251.51999999999998,223.74
C00651,2,199.48,206.95,130.96,68.52,232.44,1.34,0.889,3,29,Rural,Residential,0,206.95,206.95
C00502,5,134.72,144.64,93.23,41.49,228.36,0.853,0.96,16,30,Urban,Residential,0,135.88,129.945
C01294,4,378.05,314.35,274.86,103.19,233.81,2.392,0.939,11,29,Urban,Residential,0,294.40333333333336,294.40333333333336
C00376,1,930.47,,662.52,267.95,226.74,5.757,0.99,10,30,Urban,Commercial,0,,
C00392,1,183.11,,133.56,49.55,232.51,1.15,0.951,5,28,Urban,Residential,0,,
C01398,6,1226.43,1251.64,799.63,426.8,226.65,8.433,0.891,8,30,Urban,Commercial,0,1303.4866666666667,1194.9540000000002
C00465,1,174.05,,115.92,58.13,224.36,1.104,0.976,15,30,Semi-Urban,Residential,0,,
C00905,3,763.53,728.13,504.94,258.59,232.86,4.6,0.99,6,28,Urban,Commercial,0,696.02,696.02
C00026,1,929.85,,610.05,319.8,229.21,6.458,0.873,11,28,Urban,Commercial,0,,
C00468,3,209.97,216.27,147.56,62.42,230.58,1.435,0.881,10,30,Rural,Residential,0,206.85500000000002,206.85500000000002
C00795,1,293.22,,171.36,121.87,233.17,1.764,0.99,3,29,Urban,Residential,0,,
C00348,5,293.24,245.02,191.56,101.68,223.67,1.884,0.967,15,29,Urban,Residential,0,219.9333333333333,225.9075
C00626,2,204.25,208.65,113.48,90.77,226.81,1.361,0.919,6,29,Urban,Residential,0,208.65,208.65
C00377,4,2393.89,1940.03,1603.19,790.7,227.46,33.017,0.443,3,29,Semi-Urban,Industrial,1,2299.9866666666667,2299.9866666666667
C00670,4,200.24,158.51,118.58,81.67,228.39,1.331,0.915,2,30,Urban,Residential,0,151.57666666666668,151.57666666666668
C00828,6,729.6,682.36,509.7,219.9,232.99,4.822,0.902,6,28,Urban,Commercial,0,708.9933333333333,635.3520000000001
C00821,2,316.12,296.8,179.31,136.81,221.14,2.225,0.892,11,30,Semi-Urban,Residential,0,296.8,296.8
C01270,5,164.42,143.18,94.07,70.35,226.82,1.049,0.96,0,28,Semi-Urban,Residential,0,136.07333333333332,139.8725
C01086,3,1156.08,977.73,816.98,339.1,230.86,7.798,,12,28,Semi-Urban,Commercial,0,931.94,931.94
C00643,5,202.04,217.97,146.44,55.59,234.34,1.436,0.834,10,29,Urban,Residential,0,199.26666666666665,192.9125
C00144,2,124.07,122.81,84.65,39.42,227.26,0.801,0.947,7,29,Rural,Residential,0,122.81,122.81
C01027,1,1007.05,,699.65,307.39,223.6,6.512,0.961,1,30,Semi-Urban,Commercial,0,,
C01094,1,949.46,,541.18,408.29,223.62,6.57,0.898,19,30,Urban,Commercial,0,,
C00990,4,190.89,142.75,137.01,53.88,236.89,1.264,0.886,7,30,Urban,Residential,0,141.41333333333333,141.41333333333333
C01216,5,3925.2,4170.36,2188.71,1736.49,240.9,25.974,0.871,4,28,Semi-Urban,Industrial,0,3849.226666666667,3668.5675
C01457,2,114.63,130.31,67.11,47.52,227.59,0.794,0.881,19,30,Semi-Urban,Residential,0,130.31,130.31
C00744,5,218.41,202.86,152.86,65.55,230.76,1.367,0.962,1,30,Urban,Residential,0,168.40333333333334,160.6
C01409,6,231.78,84.85,167.41,64.37,229.48,1.518,0.924,10,28,Semi-Urban,Residential,0,167.5,182.56
C00297,4,358.5,262.18,207.86,150.64,,2.239,0.971,14,30,Urban,Residential,0,270.7033333333333,270.7033333333333
C01180,5,289.68,393.75,165.23,124.46,233.83,,0.957,15,29,Semi-Urban,Residential,0,239.35333333333332,242.72750000000002
C00921,3,149.8,132.42,107.0,42.79,227.87,,0.99,6,30,Urban,Residential,0,130.81,130.81
C00304,1,819.33,,595.45,223.88,227.56,5.511,0.907,6,28,Urban,Commercial,0,,
C01055,3,190.23,179.95,123.24,66.99,232.75,1.282,0.886,18,29,Rural,Residential,0,199.95499999999998,199.95499999999998
C00451,5,228.14,272.58,146.85,81.29,226.91,1.473,0.948,17,30,Urban,Residential,0,242.96,232.855
C00030,2,161.93,162.24,89.63,72.3,229.74,1.055,0.928,15,29,Urban,Residential,0,162.24,162.24
C00349,6,3629.05,4094.47,2526.71,1102.33,230.74,23.186,0.942,6,30,Semi-Urban,Industrial,0,3776.346666666667,3460.0879999999997
C01198,1,323.68,,204.9,118.78,230.63,2.068,0.943,16,28,Rural,Residential,0,,
C00582,6,3638.12,3727.84,2053.0,1585.12,227.2,23.602,0.942,3,28,Rural,Industrial,0,3779.4500000000003,3745.774
C01320,4,150.9,143.02,99.29,51.61,221.06,1.026,0.924,17,29,Semi-Urban,Residential,0,129.86,129.86
C00014,5,257.96,281.7,160.25,97.71,,1.542,0.99,13,30,Urban,Residential,0,243.96333333333334,245.3725
C00137,1,236.52,,149.34,87.18,222.79,1.559,0.946,10,30,Semi-Urban,Residential,0,,
C00994,3,289.8,799.83,208.57,81.23,232.8,1.855,0.932,17,28,Urban,Commercial,1,702.975,702.975
C01172,3,292.79,85.64,180.55,112.24,239.36,1.845,0.921,7,30,Urban,Residential,0,195.42499999999998,195.42499999999998
C01294,6,440.24,370.05,269.87,170.38,234.57,2.741,0.951,11,30,Urban,Residential,0,354.15000000000003,326.262
C00048,2,194.87,182.47,115.24,79.62,222.48,1.28,0.95,5,30,Semi-Urban,Residential,0,182.47,182.47
C01293,6,281.63,283.84,160.65,120.99,237.49,1.92,0.858,12,28,Semi-Urban,Residential,0,295.6133333333333,271.058
C01143,2,175.3,197.73,102.8,72.5,230.8,1.085,0.972,9,30,Urban,Residential,0,197.73,197.73
C01347,3,246.21,281.76,158.05,88.16,228.82,1.623,0.921,5,29,Urban,Residential,0,264.95,264.95
C00486,6,5304.78,5187.28,2963.84,2340.94,227.86,36.419,0.888,13,29,Semi-Urban,Industrial,0,5344.759999999999,4855.204
C00303,2,1011.92,1039.38,641.1,370.82,227.14,6.25,0.99,16,30,Rural,Commercial,0,1039.38,1039.38
C00212,6,1220.47,1344.47,804.38,416.09,240.49,7.468,0.944,13,28,Rural,Commercial,0,1274.5166666666667,1169.368
C00802,3,880.81,856.74,640.96,239.85,232.15,5.783,0.911,8,28,Urban,Commercial,0,807.145,807.145
C01446,4,665.38,541.26,444.16,221.22,231.72,4.171,0.956,3,30,Rural,Commercial,0,541.0966666666667,541.0966666666667
C01434,1,156.51,,96.26,60.25,228.73,1.133,0.839,3,29,Semi-Urban,Residential,0,,
C01359,4,365.95,139.31,243.67,122.28,234.52,2.213,0.979,8,30,Urban,Residential,0,240.74666666666667,240.74666666666667
C00441,3,124.95,129.33,71.79,53.16,221.43,0.87,0.901,9,29,Rural,Residential,0,122.06,122.06
C01287,5,797.53,956.22,455.49,342.04,237.64,4.949,0.942,1,28,Semi-Urban,Commercial,0,673.4733333333332,671.9549999999999
C00752,3,186.05,150.69,124.38,61.67,223.03,1.263,0.917,3,30,Urban,Residential,0,158.685,158.685
C00385,2,536.09,579.01,305.54,230.55,223.08,3.647,0.915,0,30,Urban,Commercial,0,579.01,579.01
C01495,5,161.21,161.44,92.07,69.15,226.56,1.115,0.886,13,28,Semi-Urban,Residential,0,143.17333333333332,140.5275
C00700,2,213.93,243.23,156.6,57.33,229.4,1.366,0.948,15,29,Urban,Residential,0,243.23,243.23
C00776,6,325.86,347.46,187.75,138.1,225.26,2.206,0.911,12,30,Urban,Residential,0,352.35999999999996,286.38
C01100,4,411.58,325.5,247.38,164.2,232.81,2.866,0.857,10,30,Urban,Residential,0,308.99666666666667,308.99666666666667
C00695,5,265.92,227.01,172.98,92.94,225.09,1.9,0.864,16,30,Rural,Residential,0,203.59,199.905
C00642,4,773.0,794.05,438.55,334.44,226.77,4.989,0.949,13,30,Semi-Urban,Commercial,0,643.7166666666667,643.7166666666667
C01485,3,125.95,147.66,74.51,51.44,224.81,0.863,0.902,12,28,Urban,Residential,0,134.05,134.05
C01166,2,690.86,731.2,469.42,221.44,233.55,4.735,0.868,3,28,Semi-Urban,Commercial,0,731.2,731.2
C01066,2,144.03,153.75,96.28,47.74,235.8,0.897,0.946,14,30,Semi-Urban,Residential,0,153.75,153.75
C00403,3,1295.43,904.09,720.14,575.29,234.47,,0.919,4,29,Urban,Commercial,0,959.0250000000001,959.0250000000001
C00593,3,849.96,838.31,472.99,376.97,235.5,5.337,0.939,11,30,Semi-Urban,Commercial,0,778.7049999999999,778.7049999999999
C00750,5,284.62,303.68,175.68,108.94,236.7,1.901,0.879,3,30,Urban,Residential,0,244.09333333333333,237.195
C00366,6,4237.92,5611.57,2663.99,1573.93,233.83,44.911,0.56,7,30,Urban,Industrial,1,5720.3,5303.202
C00434,3,188.78,169.28,110.34,78.44,235.34,1.162,0.958,7,28,Urban,Residential,0,173.26999999999998,173.26999999999998
C01156,2,165.5,161.72,98.96,66.54,233.72,1.073,0.917,7,30,Urban,Residential,0,161.72,161.72
C00720,1,298.97,,210.14,88.83,229.81,1.899,0.952,5,29,Rural,Residential,0,,
C00562,1,255.5,,148.7,106.79,231.79,1.671,0.916,12,30,Urban,Residential,0,,
C00821,6,433.61,440.89,262.06,171.54,224.97,2.948,,11,28,Semi-Urban,Residential,0,392.40333333333336,358.026
C00977,2,221.95,263.99,163.55,58.4,222.25,1.564,0.887,12,30,Rural,Residential,0,263.99,263.99
C00439,6,199.92,187.99,118.47,81.45,231.59,1.32,0.908,5,30,Urban,Residential,0,170.74333333333334,167.118
C01218,1,93.82,,53.4,40.42,241.65,0.548,0.984,4,29,Semi-Urban,Residential,0,,
C00406,5,408.49,336.72,260.29,148.2,232.17,2.825,0.865,17,30,Urban,Residential,0,323.84999999999997,319.67
C01140,3,902.83,881.92,254.63,648.19,232.12,5.772,0.936,7,29,Urban,Commercial,1,985.6800000000001,985.6800000000001
C00915,4,2949.9,2384.12,1896.09,1053.81,226.52,18.27,0.99,4,28,Urban,Industrial,0,2012.3333333333333,2012.3333333333333
C01161,2,566.65,559.84,331.0,235.65,235.76,3.818,0.874,14,29,Urban,Commercial,0,559.84,559.84
C00754,3,127.59,266.93,75.9,51.68,225.87,0.919,0.854,6,29,Semi-Urban,Residential,0,245.38,245.38
C00591,6,392.71,314.72,272.73,119.98,225.02,2.605,0.931,7,30,Rural,Residential,0,340.72333333333336,323.69
C01271,5,169.86,189.44,110.9,58.96,233.76,1.088,0.928,14,28,Rural,Residential,0,165.27,158.3975
C01289,6,226.04,195.04,157.49,68.55,234.22,1.434,0.935,3,30,Urban,Residential,0,197.58666666666667,181.284
C00087,2,223.5,219.36,140.77,82.73,221.22,1.513,0.927,15,30,Urban,Residential,0,219.36,219.36
C01031,2,2878.75,2734.5,1594.52,1284.23,228.68,17.775,0.984,2,29,Rural,Industrial,0,2734.5,2734.5
C01484,5,715.61,628.68,495.21,220.4,236.76,4.446,0.944,17,28,Rural,Commercial,0,626.0233333333333,609.385
C00236,6,158.36,156.51,100.21,58.14,236.99,0.959,0.968,3,28,Semi-Urban,Residential,0,139.01666666666665,130.176
C00778,3,177.12,175.06,118.81,58.32,225.4,1.219,0.895,5,30,Semi-Urban,Residential,0,165.055,165.055
C00743,5,134.54,136.2,94.43,40.11,237.77,0.886,0.887,17,28,Urban,Residential,0,118.79333333333334,115.4625
C01315,5,272.49,267.13,199.68,72.8,230.42,1.825,0.9,18,30,Rural,Residential,0,247.55666666666664,232.355
C00022,2,431.29,446.85,242.85,188.44,236.28,2.867,0.884,17,29,Urban,Commercial,0,446.85,446.85
C00580,1,140.82,,101.05,39.78,222.41,0.968,0.909,15,30,Urban,Residential,0,,
C01078,1,188.97,,138.03,50.94,229.83,1.283,0.89,5,29,Semi-Urban,Residential,0,,
C00719,3,497.01,462.31,370.14,126.87,235.2,3.198,0.918,16,28,Semi-Urban,Commercial,0,478.565,478.565
C00407,3,233.28,272.65,151.33,81.95,228.23,1.61,0.882,14,28,Urban,Residential,0,252.695,252.695
C00628,4,1296.05,1005.84,824.45,471.59,226.57,8.909,0.892,6,28,Semi-Urban,Commercial,0,937.3233333333334,937.3233333333334
C00790,5,268.26,276.01,169.36,98.9,239.76,1.75,0.888,14,30,Urban,Residential,0,256.32666666666665,250.17499999999998
C00841,6,715.89,743.45,528.93,186.96,232.21,4.54,0.943,19,30,Rural,Commercial,0,740.6966666666667,692.24
C01473,2,327.65,305.83,182.34,145.31,233.3,2.151,0.907,15,30,Urban,Residential,0,305.83,305.83
C00246,4,339.15,323.02,238.01,101.14,234.1,2.233,0.901,19,29,Urban,Residential,0,350.8433333333333,350.8433333333333
C00936,6,1093.71,1007.46,709.21,384.5,227.67,7.084,0.942,18,28,Urban,Commercial,0,977.6933333333333,928.368
C00594,3,152.8,146.87,42.51,110.3,228.82,1.036,0.895,15,30,Semi-Urban,Residential,1,138.135,138.135
C00659,4,3655.92,3848.35,2085.41,1570.52,235.27,23.836,0.905,6,30,Urban,Industrial,0,3487.066666666667,3487.066666666667
C00009,2,109.25,260.47,78.84,30.4,232.74,0.715,0.912,12,29,Urban,Residential,0,260.47,260.47
C01227,6,183.53,164.04,114.34,69.2,219.25,1.186,0.98,5,29,Urban,Residential,0,175.97,159.208
C00148,6,229.2,205.42,139.92,89.28,227.28,1.548,0.905,3,30,Urban,Residential,0,198.91666666666666,198.452
C00437,1,3187.89,,2175.62,1012.27,226.31,21.978,0.89,14,30,Semi-Urban,Industrial,0,,
C00087,1,219.36,,163.44,55.92,235.09,1.381,0.939,15,29,Urban,Residential,0,,
C00529,1,243.52,,167.01,76.51,233.39,1.51,0.96,11,29,Urban,Residential,0,,
C00492,4,312.89,327.52,210.79,102.1,234.81,2.036,0.909,5,29,Urban,Residential,0,309.30333333333334,309.30333333333334
C00238,3,261.06,230.66,173.57,87.49,226.91,1.651,0.968,10,30,Rural,Residential,0,201.36,201.36
C00024,2,124.48,116.76,75.11,49.37,233.41,0.748,0.99,17,30,Semi-Urban,Residential,0,116.76,116.76
C00321,5,4760.3,4811.33,3484.04,1276.26,225.23,34.199,0.858,18,30,Semi-Urban,Industrial,0,3927.286666666667,3915.4075000000003
C00397,3,182.45,166.74,133.25,49.2,229.05,1.201,0.921,6,30,Urban,Residential,0,152.66500000000002,152.66500000000002
C00533,6,761.38,904.26,426.66,334.72,,4.94,0.937,11,30,Urban,Commercial,0,830.5066666666667,779.076
C00019,5,212.3,160.0,131.03,81.27,,1.343,0.95,6,30,Urban,Residential,0,168.56333333333333,165.7475
C00760,6,339.96,272.19,242.77,97.19,236.82,2.061,0.968,19,30,Urban,Residential,0,268.2633333333333,258.512
C00766,6,304.58,384.0,196.43,108.14,230.08,1.872,0.982,15,29,Rural,Residential,0,365.71999999999997,333.73400000000004
C00542,5,2907.72,3565.94,1768.1,1139.62,226.12,18.477,0.967,0,29,Urban,Industrial,0,3135.933333333333,3053.1375
C00782,5,389.5,311.22,283.1,106.4,224.89,2.667,0.902,0,30,Urban,Residential,0,298.9533333333334,298.9125
C01001,2,515.72,524.16,321.73,193.99,231.34,3.269,0.947,15,30,Semi-Urban,Commercial,0,524.16,524.16
C01078,4,263.11,199.11,177.63,85.49,233.2,1.759,0.891,5,29,Semi-Urban,Residential,0,197.43666666666664,197.43666666666664
C00758,5,1891.3,5413.43,1289.53,601.77,240.65,12.545,0.87,9,30,Urban,Industrial,0,4484.99,4351.7225
C00975,2,206.53,192.87,151.89,54.64,232.06,1.33,0.93,6,30,Rural,Residential,0,192.87,192.87
C00547,2,174.03,175.16,108.06,65.97,230.79,1.161,0.902,4,30,Semi-Urban,Residential,0,175.16,175.16
C00851,1,778.79,,429.55,349.23,229.56,5.138,0.917,11,29,Rural,Commercial,0,,
C01265,3,124.14,102.98,75.75,48.39,232.22,0.75,0.99,8,30,Urban,Residential,0,110.67500000000001,110.67500000000001
C01329,2,193.34,228.06,114.93,78.41,226.53,1.318,0.899,7,30,Urban,Residential,0,228.06,228.06
C01010,3,268.03,252.8,193.43,74.6,224.43,1.675,0.99,10,28,Semi-Urban,Residential,0,251.615,251.615
C01223,1,287.59,,162.72,124.87,230.01,1.943,0.894,7,30,Urban,Residential,0,,
C00998,2,171.73,172.49,99.09,72.65,223.81,1.198,0.89,0,28,Urban,Residential,0,172.49,172.49
C00538,1,1082.41,,762.27,320.14,227.79,7.141,0.924,14,28,Rural,Commercial,0,,
C01486,6,200.57,206.2,147.14,53.43,223.03,1.389,0.899,2,29,Urban,Residential,0,190.0233333333333,179.96800000000002
C00076,2,307.44,332.88,210.56,96.88,228.92,1.884,0.99,6,30,Urban,Residential,0,332.88,332.88
C00622,6,358.15,359.52,237.04,121.11,233.7,2.345,0.908,10,30,Urban,Residential,0,337.00333333333333,321.962
C01331,4,730.66,606.84,469.43,261.23,236.07,4.723,0.91,1,30,Urban,Commercial,0,563.4533333333334,563.4533333333334
C01289,5,195.04,211.44,112.1,82.94,230.11,1.322,0.89,3,30,Urban,Residential,0,191.30333333333337,177.845
C00461,4,1269.1,1217.23,888.19,380.91,226.68,9.06,0.858,11,28,Rural,Commercial,0,1067.1166666666666,1067.1166666666666
C00110,5,243.12,240.48,149.48,93.63,229.0,1.731,0.852,18,30,Urban,Residential,0,196.21,194.01999999999998
C01038,4,348.27,321.62,256.11,92.16,223.22,2.217,0.978,3,30,Rural,Residential,0,308.7366666666667,308.7366666666667
C00771,1,324.15,,233.15,91.0,242.83,2.028,0.914,3,29,Urban,Residential,0,,
C00167,4,370.17,243.13,213.48,156.69,237.32,2.368,0.915,18,29,Rural,Residential,0,249.23333333333335,249.23333333333335
C00065,6,291.63,317.94,201.98,89.65,226.6,2.022,0.884,10,28,Semi-Urban,Residential,0,306.7366666666667,269.56
C00568,6,303.19,356.53,185.5,117.69,220.03,2.033,0.942,8,29,Urban,Residential,0,332.53000000000003,311.554
C00247,1,167.23,,102.61,64.63,232.68,1.031,0.968,2,29,Rural,Residential,0,,
C00374,3,4354.09,3673.89,2842.57,1511.52,233.12,26.869,0.965,7,28,Rural,Industrial,0,3559.12,3559.12
C00398,5,266.56,138.52,165.64,100.92,229.91,1.679,0.959,3,30,Urban,Residential,0,197.97000000000003,204.1725
C00166,3,178.36,167.24,103.16,75.2,220.1,1.231,0.914,14,29,Semi-Urban,Residential,0,161.965,161.965
C00654,5,55.99,186.5,31.92,24.07,231.92,0.351,0.956,4,30,Rural,Residential,0,135.67666666666668,129.45
C00496,3,342.07,270.04,235.99,106.08,237.22,2.108,0.95,10,30,Rural,Residential,0,276.025,276.025
C00565,3,3808.62,2929.84,2122.03,1686.59,230.33,23.865,0.962,5,29,Semi-Urban,Industrial,0,3022.13,3022.13
C00216,4,5387.42,4164.7,3599.12,1788.3,233.73,34.972,0.915,11,30,Semi-Urban,Industrial,0,3910.646666666666,3910.646666666666
C00305,1,176.85,,129.36,47.49,238.58,1.115,0.924,19,30,Rural,Residential,0,,
C00479,6,254.91,252.53,190.86,64.05,235.19,1.564,0.963,1,29,Urban,Residential,0,243.38666666666666,200.63
C00696,4,1176.6,913.42,718.63,457.97,228.35,7.662,0.934,12,29,Rural,Commercial,0,920.5566666666667,920.5566666666667
C00423,4,451.0,330.49,313.02,137.98,223.81,3.114,0.899,2,30,Urban,Residential,0,323.06666666666666,323.06666666666666
C01375,5,269.04,304.16,164.52,104.52,228.56,1.784,0.916,7,30,Rural,Residential,0,252.04333333333332,240.2825
C00318,6,638.19,711.06,418.83,219.36,218.08,4.674,0.87,0,29,Urban,Commercial,0,643.2833333333333,558.246
C01138,4,3821.44,3216.4,2739.24,1082.2,235.96,22.721,0.99,17,30,Urban,Industrial,0,3250.513333333334,3250.513333333334
C00062,3,148.76,156.7,101.96,46.79,230.94,0.963,0.929,3,30,Urban,Residential,0,148.375,148.375
C00192,6,391.8,404.4,271.07,120.73,230.6,2.681,0.88,5,28,Urban,Residential,0,389.0566666666667,357.456
C01048,4,764.49,695.67,513.54,250.95,234.68,5.285,0.856,5,28,Semi-Urban,Commercial,0,581.0933333333334,581.0933333333334
C00862,4,319.65,257.54,195.0,124.65,221.08,2.184,0.919,0,28,Urban,Residential,0,239.66666666666666,239.66666666666666
C00956,4,362.17,312.35,202.67,159.51,224.14,2.267,0.99,6,30,Semi-Urban,Residential,0,267.66,267.66
C00880,6,285.68,244.71,161.13,124.55,214.97,1.904,0.969,0,28,Rural,Residential,0,272.63,259.608
C01152,3,146.42,131.74,104.27,42.15,233.15,0.972,0.897,8,29,Rural,Residential,0,127.105,127.105
C00694,3,309.92,300.03,224.58,85.34,232.47,2.09,0.886,11,29,Semi-Urban,Residential,0,297.45,297.45
C00715,4,215.2,183.96,131.41,83.78,231.44,1.413,0.914,5,30,Urban,Residential,0,176.92333333333332,176.92333333333332
C01331,2,570.13,513.39,401.03,169.11,243.2,3.565,0.913,1,29,Urban,Commercial,0,513.39,513.39
C00910,4,314.28,262.98,215.79,98.49,236.79,2.154,0.856,4,30,Semi-Urban,Residential,0,236.37,236.37
C00030,1,162.24,,96.84,65.4,226.4,1.06,0.939,15,30,Urban,Residential,0,,
C00318,2,406.01,455.37,254.2,151.82,226.78,2.684,0.926,0,28,Urban,Commercial,0,455.37,455.37
C00184,2,903.38,1004.66,612.19,291.19,226.93,5.865,0.943,19,30,Semi-Urban,Commercial,0,1004.66,1004.66
C01096,3,223.84,172.08,151.55,72.29,236.84,1.442,0.91,13,28,Urban,Residential,0,158.405,158.405
C00569,1,288.33,,208.98,79.34,227.11,1.781,0.99,1,30,Rural,Residential,0,,
C00257,3,284.66,240.39,210.11,74.54,233.25,1.809,0.937,0,29,Semi-Urban,Residential,0,233.485,233.485
C00383,1,282.08,,179.95,102.13,231.61,1.877,0.901,1,30,Semi-Urban,Residential,0,,
C01401,6,154.82,179.49,101.9,52.91,227.38,0.973,0.972,17,29,Semi-Urban,Residential,0,172.6833333333333,157.10999999999999
C00228,2,2759.4,2601.49,1756.93,1002.46,232.51,18.485,0.892,1,29,Rural,Industrial,0,2601.49,2601.49
C00945,5,606.71,576.71,345.66,261.05,223.76,4.225,0.891,7,29,Urban,Commercial,0,566.5033333333334,538.22
C00898,3,214.84,189.52,144.07,70.78,230.6,1.441,0.898,1,30,Semi-Urban,Residential,0,205.48000000000002,205.48000000000002
C01065,1,270.86,,163.62,107.24,229.09,1.784,0.92,19,30,Urban,Residential,0,,
C00956,2,254.26,236.37,176.29,77.98,237.79,1.684,0.882,6,30,Semi-Urban,Residential,0,236.37,236.37
C00114,3,285.02,296.6,163.87,121.16,232.03,1.87,0.912,14,30,Semi-Urban,Residential,0,318.39,318.39
C01034,4,1337.63,1342.47,739.06,598.57,231.07,8.877,0.906,9,30,Urban,Commercial,0,1072.45,1072.45
C00611,5,189.54,186.06,129.5,60.05,222.27,1.399,0.847,9,30,Rural,Residential,0,179.2833333333333,178.35750000000002
C00277,6,674.91,708.51,386.03,288.88,238.39,4.288,0.917,15,29,Semi-Urban,Commercial,0,630.5566666666667,583.0319999999999
C00085,5,174.24,186.97,100.52,73.72,220.15,1.159,0.948,1,28,Semi-Urban,Residential,0,170.71000000000004,173.45
C00028,5,293.64,375.68,176.02,117.62,229.87,1.835,0.967,14,30,Urban,Residential,0,314.04333333333335,302.405
